"WEO.Country.Code","ISO","Country","NGDP_R","NGDP_RPCH","NGDP","NGDPD","PPPGDP","NGDP_D","NGDPRPC","NGDPRPPPPC","NGDPPC","NGDPDPC","PPPPC","NGAP_NPGDP","PPPSH","PPPEX","NID_NGDP","NGSD_NGDP","PCPI","PCPIPCH","PCPIE","PCPIEPCH","FLIBOR6","TM_RPCH","TMG_RPCH","TX_RPCH","TXG_RPCH","LUR","LE","LP","GGR","GGR_NGDP","GGX","GGX_NGDP","GGXCNL","GGXCNL_NGDP","GGSB","GGSB_NPGDP","GGXONLB","GGXONLB_NGDP","GGXWDN","GGXWDN_NGDP","GGXWDG","GGXWDG_NGDP","NGDP_FY","BCA","BCA_NGDPD"
512,"AFG","Afghanistan",493.073,2.164,1318.478,19.428,66.384,267.4,14227.635,1774.189,38044.702,560.601,1915.519,NA,0.055,19.861,18.533,25.786,105.736,4.384,109,4.588,NA,-8.134,-7.268,-16.439,11.425,NA,NA,34.656,344.327,26.116,342.771,25.997,1.556,0.118,NA,NA,2.35,0.178,NA,NA,103.151,7.823,1318.478,1.409,7.253
914,"ALB","Albania",760.317,3.352,1475.251,11.885,34.027,194.031,264356.814,10957.976,512934.293,4132.208,11830.877,NA,0.028,43.356,24.277,16.715,101.317,1.275,102.176,2.176,NA,8.156,9.229,10.283,-0.754,15.2,NA,2.876,403.131,27.326,429.073,29.085,-25.941,-1.758,NA,NA,10.318,0.699,1003.785,68.042,1079.687,73.187,1475.251,-0.899,-7.563
612,"DZA","Algeria",7270.163,3.2,17525.1,160.13,609.703,241.055,178355.244,13853.939,429934.454,3928.385,14957.53,NA,0.505,28.744,53.949,37.416,183.699,6.398,188.33,6.957,NA,-2.289,-2.289,9.612,7.883,10.498,NA,40.762,5011.581,28.597,7297.494,41.64,-2285.913,-13.044,NA,NA,-2298.13,-13.113,2334.139,13.319,3582.079,20.44,17525.1,-26.473,-16.532
614,"AGO","Angola",1588.961,-2.58,16549.565,101.124,194.886,1041.534,57774.086,6563.18,601736.735,3676.826,7085.996,NA,0.161,84.919,27.215,24.487,193.92,30.694,222.395,41.125,NA,-25.274,-32.286,-0.606,0.571,NA,NA,27.503,2899.97,17.523,3648.044,22.043,-748.074,-4.52,-251.347,-1.209,-277.674,-1.678,NA,NA,12453.983,75.253,16549.565,-4.834,-4.78
311,"ATG","Antigua and Barbuda",3.247,5.348,3.942,1.46,2.291,121.429,35966.87,23503.575,43674.103,16175.594,25375.847,NA,0.002,1.721,24.343,24.494,134.02,-0.489,134.1,-1.121,NA,10.674,10.782,-0.444,21.438,NA,NA,0.09,0.951,24.117,0.956,24.26,-0.006,-0.143,NA,NA,0.093,2.356,NA,NA,3.399,86.215,3.942,0.002,0.151
213,"ARG","Argentina",708.338,-1.823,8188.749,554.107,879.799,1156.051,16246.257,18690.023,187815.095,12708.865,20178.852,NA,0.729,9.308,17.027,16.763,168.27,NA,187.331,NA,NA,3.644,3.448,6.759,6.498,8.467,NA,43.6,2871.622,35.068,3411.233,41.658,-539.61,-6.59,-556.042,-6.671,-383.895,-4.688,NA,NA,4500.097,54.955,8188.749,-14.693,-2.652
911,"ARM","Armenia",3367.848,0.261,5067.294,10.546,25.878,150.461,1126114.977,8014.463,1694362.579,3526.336,8652.887,NA,0.021,195.815,19.727,16.614,276.935,-1.406,277.514,-1.077,NA,8.419,7.001,19.564,21.116,18.79,NA,2.991,1085.186,21.416,1370.592,27.048,-285.406,-5.632,NA,NA,-187.129,-3.693,NA,NA,2628.002,51.862,5067.294,-0.238,-2.258
314,"ABW","Aruba",3.31,-0.124,4.738,2.647,4.03,143.145,29984.334,33813.487,42920.978,23978.2,36507.036,NA,0.003,1.176,NA,17.221,117.971,-0.888,117.95,-0.338,NA,NA,NA,NA,NA,7.7,NA,0.11,1.264,26.672,1.342,28.312,-0.078,-1.64,NA,NA,0.14,2.959,NA,NA,4.012,84.677,4.738,0.133,5.018
193,"AUS","Australia",1678.081,2.606,1699.883,1264.524,1198.301,101.299,68822.495,45519.414,69716.652,51861.44,49145.446,-0.838,0.993,1.419,24.644,20.476,109.025,1.277,109.8,1.385,NA,0.206,0.364,6.765,6.958,5.708,11.982,24.383,592.969,34.883,636.584,37.449,-43.615,-2.566,-36.369,-2.159,-27.619,-1.625,322.323,18.961,690.691,40.632,1699.883,-41.447,-3.278
122,"AUT","Austria",317.149,1.451,353.297,390.961,420.099,111.398,36287.922,44520.875,40423.884,44733.406,48067.364,-1.702,0.348,0.841,24.118,26.244,122.695,0.972,123.078,1.533,NA,3.141,3.219,1.915,1.34,6.017,4.22,8.74,173.27,49.044,178.892,50.635,-5.622,-1.591,-1.79,-0.498,0.355,0.1,203.538,57.611,295.2,83.556,353.297,8.313,2.126
912,"AZE","Azerbaijan",28.464,-3.1,60.394,37.81,168.849,212.173,2932.769,16113.483,6222.552,3895.669,17397.067,NA,0.14,0.358,24.93,22.656,217.817,12.562,232.8,15.648,NA,-3.365,-0.633,2.839,-0.681,5.043,NA,9.706,20.685,34.251,21.392,35.421,-0.707,-1.17,NA,NA,-0.466,-0.772,NA,NA,30.626,50.711,60.394,-1.363,-3.606
313,"BHS","The Bahamas",10.59,-1.69,11.839,11.839,11.664,111.791,28756.649,29335.563,32147.404,32147.404,31672.405,NA,0.01,1.015,25.554,18.225,101.525,-0.347,102.09,0.77,NA,-3.396,-4.941,0.74,-0.044,12.15,NA,0.368,1.93,16.331,2.24,18.958,-0.31,-2.627,NA,NA,-0.035,-0.3,NA,NA,5.965,50.482,11.816,-0.868,-7.329
419,"BHR","Bahrain",11.973,3.462,12.118,32.228,67.312,101.207,8409.884,43790.545,8511.406,22636.718,47278.857,NA,0.056,0.18,25.814,21.182,127.342,2.799,126.6,2.262,NA,-7.439,-15.33,-0.705,-16.665,3.7,NA,1.424,2.128,17.561,4.256,35.125,-2.128,-17.564,NA,NA,-1.766,-14.577,NA,NA,9.858,81.35,12.118,-1.493,-4.632
513,"BGD","Bangladesh",9157.182,7.202,18543.396,235.623,630.738,202.501,56696.232,3617.054,114810.501,1458.851,3905.185,NA,0.523,29.4,30.11,30.564,222.515,5.678,240.434,5.738,NA,12.307,12.662,11.034,10.744,NA,NA,161.513,1747.66,10.085,2330.13,13.447,-582.47,-3.361,NA,NA,-251.34,-1.45,NA,NA,5775.854,33.331,17328.637,1.391,0.59
316,"BRB","Barbados",9.245,2.273,9.681,4.841,5.129,104.724,32974.774,16945.92,34532.398,17266.199,18295.815,NA,0.004,1.887,16.018,11.767,170.083,1.512,173.6,3.828,NA,7.474,7.518,12.216,9.728,9.867,NA,0.28,2.754,28.23,3.275,33.565,-0.521,-5.335,-0.521,-5.398,0.218,2.23,14.428,147.897,14.548,149.122,9.756,-0.206,-4.251
913,"BLR","Belarus",75.536,-2.526,94.949,47.703,171.862,125.701,7952.79,16759.492,9996.736,5022.472,18094.537,NA,0.142,0.552,26.478,22.979,701.547,11.829,723.495,10.576,NA,-2.506,-2.6,1.756,0.3,1.017,NA,9.498,37.053,39.024,38.628,40.683,-1.575,-1.659,-0.13,NA,0.294,0.31,NA,NA,50.78,53.482,94.949,-1.669,-3.499
124,"BEL","Belgium",416.085,1.412,422.677,467.738,510.527,101.584,36785.492,41804.855,37368.281,41352.051,45134.989,-0.479,0.423,0.828,23.952,24.049,101.769,1.77,102.96,2.204,NA,5.512,5.512,3.501,3.501,7.858,4.736,11.311,214.756,50.809,225.248,53.291,-10.492,-2.482,-9.361,-2.204,0.245,0.058,389.145,92.067,448.163,106.03,422.677,0.451,0.097
339,"BLZ","Belize",2.809,-0.487,3.64,1.82,3.134,129.587,7472.974,7722.974,9684.038,4842.019,8338.179,NA,0.003,1.161,22.261,13.281,134.092,0.663,134.095,1.148,NA,-6.607,1.021,-14.133,-17.011,7.974,NA,0.376,1.052,28.768,1.19,32.541,-0.138,-3.773,NA,NA,-0.041,-1.13,NA,NA,3.506,95.867,3.657,-0.163,-8.98
638,"BEN","Benin",4094.926,3.969,5083.739,8.576,23.592,124.147,377913.594,2016.592,469169.487,791.495,2177.231,NA,0.02,215.489,24.594,15.177,111.756,-0.809,110.703,-2.652,NA,5.212,4.894,1.468,-1.434,NA,NA,10.836,780.323,15.349,1080.752,21.259,-300.428,-5.91,NA,NA,-237.086,-4.664,NA,NA,2525.513,49.678,5083.739,-0.808,-9.417
514,"BTN","Bhutan",61.668,7.316,140.38,2.117,6.585,227.637,77944.91,7708.566,177431.707,2675.388,8322.623,NA,0.005,21.319,62.668,33.31,235.458,7.642,215.641,2.763,NA,3.061,4.534,-13.162,-18.208,3.2,NA,0.791,42.039,29.947,43.603,31.061,-1.564,-1.114,NA,NA,0.545,0.389,NA,NA,160.313,114.2,140.38,-0.621,-29.357
218,"BOL","Bolivia",44.374,4.264,234.533,34.189,78.853,528.534,4072.42,6702.774,21524.111,3137.626,7236.71,NA,0.065,2.974,21.057,15.3,96.599,3.625,98.196,4.001,NA,-8.464,-8.464,40.523,40.523,4,NA,10.896,76.659,32.686,93.647,39.929,-16.988,-7.243,NA,NA,-14.665,-6.253,67.665,28.851,105.221,44.864,234.533,-1.932,-5.65
963,"BIH","Bosnia and Herzegovina",27.971,3.215,29.899,16.91,42.729,106.892,7953.582,11253.493,8501.741,4808.299,12149.935,NA,0.035,0.7,15.907,11.054,132.856,-1.067,128.719,-0.203,NA,4.338,4.335,5.723,6.258,25.4,NA,3.517,12.72,42.543,12.617,42.197,0.103,0.346,0.289,0.953,0.36,1.203,10.916,36.511,13.18,44.081,29.899,-0.821,-4.853
616,"BWA","Botswana",89.797,4.315,170.589,15.66,37.403,189.971,39905.289,15395.223,75808.625,6959.376,16621.591,NA,0.031,4.561,28.566,38.807,310.401,2.81,304.64,2.986,NA,-5.073,-7.571,1.022,0.335,NA,NA,2.25,57.453,33.216,56.275,32.534,1.178,0.681,1.795,NA,-13.227,-7.647,-5.497,-3.178,26.99,15.604,172.97,2.147,13.711
223,"BRA","Brazil",1151.607,-3.469,6257.777,1793.312,3156.151,543.395,5587.561,14183.68,30362.524,8701.09,15313.538,NA,2.615,1.983,15.381,14.068,30882511530234.3,8.74,31468365315161,6.288,NA,-8.227,-11.201,3.681,3.431,11.267,NA,206.102,1909.059,30.507,2472.862,39.517,-563.803,-9.01,-483.66,-7.381,-156.701,-2.504,2892.913,46.229,4908.003,78.43,6257.777,-23.546,-1.313
516,"BRN","Brunei Darussalam",18.137,-2.465,15.748,11.399,32.801,86.829,42908.639,71876.919,37257.021,26967.623,77602.564,NA,0.027,0.48,34.62,NA,99.287,-0.739,99.061,-1.645,NA,2.717,-11.381,-1.891,-0.644,6.9,NA,0.423,2.783,17.671,6.197,39.352,-3.414,-21.68,NA,NA,-3.414,-21.68,NA,NA,0.473,3.005,15.748,1.47,12.9
918,"BGR","Bulgaria",83.905,3.941,94.13,53.236,145.42,112.186,11814.533,18965.573,13254.263,7496.077,20476.351,NA,0.12,0.647,19.144,21.411,98.676,-1.323,99.1,-0.502,NA,4.461,4.451,8.107,7.941,7.666,NA,7.102,32.671,34.708,31.203,33.149,1.468,1.56,1.891,1.985,1.742,1.851,10.781,11.453,25.751,27.357,94.13,1.207,2.268
748,"BFA","Burkina Faso",4635.888,5.915,6704.2,11.31,33.06,144.615,248620.647,1642.172,359543.297,606.554,1772.986,NA,0.027,202.79,15.761,8.512,108.013,-0.194,106.703,-1.635,NA,25.335,25.774,20.782,20.776,NA,NA,18.646,1410.7,21.042,1645.111,24.539,-234.411,-3.496,NA,NA,-169.064,-2.522,NA,NA,2565.433,38.266,6704.2,-0.82,-7.248
618,"BDI","Burundi",1723.917,-1.042,5192.319,3.138,7.857,301.193,163710.285,691.114,493083.894,298.006,746.167,NA,0.007,660.822,9,-4.085,114.492,5.527,121.7,9.498,NA,-2.215,-2.215,0.459,14.769,NA,NA,10.53,777.209,14.968,1098.888,21.164,-321.679,-6.195,NA,NA,-264.801,-5.1,NA,NA,2514.103,48.42,5192.319,-0.411,-13.085
624,"CPV","Cabo Verde",146.899,4.706,165.782,1.664,3.564,112.855,276485.56,6212.206,312027.171,3131.473,6707.064,NA,0.003,46.522,37.163,34.763,135.95,-1.408,137.419,-0.263,NA,18.59,18.654,16.445,9.393,9,NA,0.531,44.107,26.605,49.139,29.641,-5.032,-3.035,NA,NA,-1.275,-0.769,200.628,121.019,211.562,127.614,165.782,-0.04,-2.399
522,"KHM","Cambodia",45999.749,6.953,81241.866,20.043,58.969,176.614,2915785.644,3462.108,5149677.409,1270.484,3737.896,NA,0.049,1377.694,22.9,14.264,165.073,3.025,168.034,3.881,NA,12.782,11.53,15.326,13.443,NA,NA,15.776,16926.954,20.835,18051.056,22.219,-1124.102,-1.384,NA,NA,-832.707,-1.025,NA,NA,23660.932,29.124,81241.866,-1.731,-8.636
622,"CMR","Cameroon",15093.312,4.648,19344.838,32.635,84.856,128.168,637246.456,3318.334,816747.786,1377.865,3582.669,NA,0.07,227.972,28.37,25.201,244.812,0.873,245.489,0.292,NA,-0.679,-5.681,-0.873,-6.05,NA,NA,23.685,2866.166,14.816,4044.661,20.908,-1178.495,-6.092,NA,NA,-1033.724,-5.344,5968.633,30.854,6290.267,32.517,19344.838,-1.034,-3.169
156,"CAN","Canada",1801.368,1.414,2035.506,1535.768,1689.256,112.998,49754.485,43215.396,56221.46,42418.496,46657.892,-0.868,1.4,1.205,23.18,19.968,128.358,1.422,129.067,1.388,NA,-0.987,-1.296,0.998,0.472,6.983,18.084,36.205,805.708,39.583,828.035,40.68,-22.327,-1.097,-13.373,-0.651,-8.456,-0.415,580.016,28.495,1855.293,91.147,2035.506,-49.322,-3.212
626,"CAF","Central African Republic",623.141,4.531,1041.067,1.756,3.189,167.068,127494.935,604.34,213002.781,359.339,652.481,NA,0.003,326.451,13.701,8.178,191.947,4.6,196.093,4.7,NA,9.821,13.628,12.276,52.347,NA,NA,4.888,147.129,14.132,130.888,12.572,16.241,1.56,NA,NA,22.041,2.117,NA,NA,582.8,55.981,1041.067,-0.097,-5.523
628,"TCD","Chad",5228.19,-6.431,5984.08,10.091,28.995,114.458,441004.106,2265.303,504764.351,851.193,2445.755,NA,0.024,206.384,16.702,7.523,137.821,-1.122,132.597,-4.888,NA,-10.647,-18.155,-3.907,-4.026,NA,NA,11.855,751.701,12.562,868.77,14.518,-117.069,-1.956,NA,NA,3.66,0.061,NA,NA,3136.146,52.408,5984.08,-0.926,-9.18
228,"CHL","Chile",145374.074,1.282,169180.414,249.92,437.211,116.376,7991150.025,22260.075,9299774.236,13737.976,24033.291,NA,0.362,386.954,22.295,20.937,113.064,3.788,114.203,2.759,NA,0.195,0.17,-0.103,-0.24,6.49,NA,18.192,38319.784,22.65,42810.198,25.304,-4490.414,-2.654,-1837.774,-1.073,-4012.137,-2.372,1594.677,0.943,35610.201,21.049,169180.414,-3.484,-1.394
924,"CHN","China",74608.817,6.72,74563.24,11221.836,21313.994,99.939,53958.399,14277.334,53925.437,8115.828,15414.652,NA,17.66,3.498,44.142,45.944,102.003,2.003,102.753,2.1,NA,4.708,5.832,1.077,1.733,4.02,NA,1382.71,21047.934,28.228,23809.545,31.932,-2761.611,-3.704,-2669.701,-3.567,-2196.97,-2.946,NA,NA,32939.739,44.177,74563.24,202.203,1.802
233,"COL","Colombia",820485,1.963,863877,282.751,686.064,105.289,16831152.047,13035.304,17721280.873,5800.253,14073.684,NA,0.568,1259.179,23.253,18.963,131.809,7.507,134.49,5.814,NA,-4.022,-11.548,-1.425,-2.495,9.2,NA,48.748,216768.496,25.093,242120.124,28.027,-25351.627,-2.935,-14892.034,-1.727,1461.206,0.169,334334.21,38.702,430131.621,49.791,863877,-12.129,-4.29
632,"COM","Comoros",151.288,2.157,273.051,0.614,1.26,180.485,187878.653,1449.531,339092.547,762.738,1564.999,NA,0.001,216.673,21.031,13.641,174.161,1.8,174.736,0.8,NA,9.446,12.951,0.565,32.277,NA,NA,0.805,63.841,23.381,84.003,30.764,-20.162,-7.384,NA,NA,-19.872,-7.278,NA,NA,75.565,27.674,273.051,-0.045,-7.39
636,"COD","Democratic Republic of the Congo",11049.9,2.4,42160.852,39.324,65.093,381.55,131342.784,716.632,501137.895,467.414,773.718,NA,0.054,647.701,11.772,8.684,3234.839,18.2,1492.19,23.6,NA,-1.244,0.378,-0.348,0.132,NA,NA,84.13,4961.26,11.767,5367.653,12.731,-406.393,-0.964,NA,NA,-303.316,-0.719,NA,NA,8156.308,19.346,42160.852,-1.215,-3.089
634,"COG","Republic of Congo",1637.4,-2.829,4615.6,7.787,29.769,281.886,386046.923,6500.639,1088211.909,1835.828,7018.473,NA,0.025,155.05,60.857,-12.792,144.537,3.191,143.732,-0.035,NA,8.364,0.093,-8.797,-8.797,NA,NA,4.241,1571.837,34.055,2513.88,54.465,-942.042,-20.41,NA,NA,-822.642,-17.823,NA,NA,5938.159,128.654,4615.6,-5.735,-73.649
238,"CRI","Costa Rica",26729.189,4.246,31136.211,57.828,79.754,116.488,5444606.244,15046.925,6342295.139,11779.244,16245.549,NA,0.066,390.402,18.377,16.085,99.518,-0.017,99.88,0.767,NA,8.885,5.541,9.388,9.282,9.541,NA,4.909,4379.463,14.065,6023.751,19.346,-1644.288,-5.281,-1660.208,-5.351,-758.364,-2.436,NA,NA,13987.903,44.925,31136.211,-1.326,-2.293
960,"HRV","Croatia",337.807,3.536,351.347,51.635,97.512,104.008,80931.241,21638.161,84175.132,12370.61,23361.835,NA,0.081,3.603,20.764,23.354,98.875,-1.125,99.4,0.202,NA,6.208,5.452,5.612,5.241,14.958,NA,4.174,161.977,46.102,164.623,46.855,-2.646,-0.753,-1.037,-0.291,7.37,2.098,247.866,70.547,289.076,82.276,351.347,1.338,2.591
423,"CYP","Cyprus",15.964,3.4,18.219,20.161,30.019,114.125,18818.51,32775.538,21476.709,23766.305,35386.405,-4.6,0.025,0.607,16.723,11.904,98.778,-1.218,99.46,0.07,NA,6.761,11.011,4.029,-9.028,12.95,0.363,0.848,7.028,38.577,6.952,38.157,0.077,0.42,0.354,1.579,0.533,2.928,16.075,88.229,19.418,106.578,18.219,-0.984,-4.879
935,"CZE","Czech Republic",4412.049,2.451,4767.99,195.09,353.765,108.067,418051.415,31046.863,451777.613,18485.235,33520.026,NA,0.293,13.478,25.98,27.536,100.658,0.675,101.5,2.01,NA,2.794,3.095,4.34,4.398,3.946,5.139,10.554,1917.303,40.212,1882.525,39.483,34.778,0.729,43.576,0.911,72.033,1.511,1183.063,24.813,1754.883,36.806,4767.99,3.037,1.557
128,"DNK","Denmark",1954.5,1.967,2065.962,306.9,276.191,105.703,342459.093,44822.485,361988.986,53773.639,48393.001,-0.227,0.229,7.48,20.977,28.299,100.25,0.25,100.7,0.499,NA,3.836,2.737,2.84,2.26,6.183,2.842,5.707,1098.822,53.187,1107.267,53.596,-8.445,-0.409,-2.057,-0.099,2.385,0.115,350.837,16.982,782.346,37.868,2065.962,22.469,7.321
611,"DJI","Djibouti",136.114,6.5,335.669,1.889,3.348,246.608,137123.99,3123.65,338159.313,1902.754,3372.476,NA,0.003,100.27,47.521,38.077,171.91,2.7,174.531,3.084,NA,-36.193,-36.193,-9.874,1.321,NA,NA,0.993,112.771,33.596,151.212,45.048,-38.441,-11.452,NA,NA,-34.634,-10.318,103.853,30.939,113.044,33.677,335.669,-0.178,-9.444
321,"DMA","Dominica",1.224,2.638,1.57,0.581,0.806,128.283,17301.031,10552.951,22194.361,8220.134,11393.589,NA,0.001,1.948,19.191,20.015,102.331,0.026,101.625,-0.221,NA,7.266,1.58,9.021,-18.064,NA,NA,0.071,0.725,47.149,0.666,43.309,0.059,3.841,NA,NA,0.083,5.417,NA,NA,1.103,71.748,1.537,0.005,0.824
243,"DOM","Dominican Republic",2246.355,6.612,3333.419,72.434,162.341,148.392,222962.305,14924.319,330858.995,7189.4,16113.175,NA,0.135,20.533,21.944,20.819,121.129,1.614,122.97,1.695,NA,9.288,9.075,8.773,5.482,5.494,NA,10.075,487.944,14.638,580.793,17.423,-92.849,-2.785,-107.437,-3.262,2.767,0.083,872.046,26.161,1154.226,34.626,3333.419,-0.815,-1.125
248,"ECU","Ecuador",69.314,-1.226,99.938,99.938,185.064,144.181,4193.551,10370.407,6046.302,6046.302,11196.503,NA,0.153,0.54,24.979,26.422,105.004,1.728,105.211,1.12,NA,-9.395,-10.467,2.995,4.299,5.21,NA,16.529,30.314,30.333,38.54,38.565,-8.226,-8.232,-6.987,-6.876,-6.666,-6.67,NA,NA,43.139,43.166,99.938,1.442,1.443
469,"EGY","Egypt",1918.1,4.347,2709.4,332.484,1133.869,141.254,21264.967,11643.134,30037.694,3686.07,12570.614,NA,0.939,2.39,15.04,9.076,371.183,10.199,362.535,13.969,NA,4.963,7.186,-10.135,4.292,12.705,NA,90.2,549.038,20.264,886.898,32.734,-337.86,-12.47,-330.069,-17.092,-116.995,-4.318,2389.376,88.188,2623.807,96.841,2709.4,-19.831,-5.965
253,"SLV","El Salvador",18.666,2.581,23.912,23.912,49.075,128.105,2944.179,7169.479,3771.645,3771.645,7740.593,NA,0.041,0.487,15.107,13.017,110.034,0.604,109.58,-0.931,NA,1.821,-0.372,3.877,5.011,6.899,NA,6.34,5.036,21.06,5.743,24.015,-0.707,-2.955,-0.813,-3.402,-0.006,-0.025,NA,NA,15.889,66.448,23.912,-0.5,-2.09
